startStation;startDate;endStation;endDate;isMember
Parc Jeanne-Mance (du Mont-Royal / du Parc);2022-08-19 23:23:32;Métro Monk (Allard / Beaulieu);2022-08-20 00:21:07;1
10e avenue / Masson;2022-10-23 20:46:22;Beaubien / 8e avenue;2022-10-23 20:52:09;0
St-Dominique / St-Viateur;2021-04-10 15:39:15;Casgrain / St-Viateur;2021-04-10 15:53:54;1
Boyer / St-Zotique;2022-09-21 08:50:32;Maguire / Henri-Julien;2022-09-21 09:00:28;0
Labadie / du Parc;2022-08-31 07:50:37;Ste-Catherine / Union;2022-08-31 08:01:17;1
Roy / St-André;2022-09-26 15:31:58;Roy / St-Denis;2022-09-26 15:34:18;0
Drummond / Ste-Catherine;2021-09-27 02:33:07;Milton / du Parc;2021-09-27 02:44:47;0
St-Christophe / René-Lévesque;2022-05-07 23:07:56;Sanguinet / de Maisonneuve;2022-05-07 23:10:19;1
Métro Viau (Pierre-de-Coubertin / Viau);2021-07-26 20:43:33;Du Quesne / Pierre-de-Coubertin;2021-07-26 21:01:45;1
Louis-Hémon / Rosemont;2021-06-17 13:02:33;Louis-Hébert / Beaubien;2021-06-17 13:05:37;1
Hôpital Santa Cabrini (St-Zotique / Jeanne-Jugan);2022-06-10 05:43:22;Métro St-Michel (Shaughnessy / St-Michel);2022-06-10 05:55:53;1
5e avenue / Rosemont;2022-08-05 09:22:34;6e avenue / Bélanger;2022-08-05 09:26:50;0
Duluth /St-Denis;2022-05-14 21:56:11;St-Mathieu / Ste-Catherine;2022-05-14 22:17:05;1
Parc Howard (de l'Épée / de Liège);2022-07-17 22:43:31;d'Outremont / Ogilvy;2022-07-17 22:53:12;1
St-Marc / Sherbrooke;2022-07-09 17:23:38;Place du Canada (Peel / de la Gauchetière);2022-07-09 17:32:04;1
de Gaspé / Fairmount;2021-07-01 19:32:43;Calixa-Lavallée / Rachel;2021-07-01 19:46:55;1
15e avenue / Masson;2022-08-22 09:56:52;de Bordeaux / Gilford;2022-08-22 10:04:53;1
Turgeon / Notre-Dame;2021-07-16 21:31:09;William / Robert-Bourassa;2021-07-16 21:50:04;0
Calixa-Lavallée / Rachel;2022-08-15 12:50:22;Gauthier / de Lorimier;2022-08-15 12:55:29;1
Atateken / du Square Amherst;2022-08-12 12:31:49;des Érables / Rachel;2022-08-12 12:44:41;0
Atwater / Sherbrooke;2022-10-23 15:37:33;de Versailles / St-Jacques;2022-10-23 15:46:51;0
Ste-Catherine / Dezery;2021-05-08 10:54:49;de Bordeaux / Marie-Anne;2021-05-08 11:06:52;1
St-Denis / René-Lévesque;2021-05-09 14:39:50;de la Commune / Berri;2021-05-09 14:57:13;0
de Bordeaux / Sherbrooke;2021-06-17 10:56:22;Clark / Ontario;2021-06-17 11:07:47;1
La Tour de Montréal (Pierre-de-Coubertin / Bennett);2022-07-03 14:14:37;Métro Mont-Royal (Rivard / du Mont-Royal);2022-07-03 14:38:30;1
Hutchison / Sherbrooke;2021-05-05 17:09:01;BAnQ (Berri / de Maisonneuve);2021-05-05 17:13:49;1
Métro Rosemont (de St-Vallier / Rosemont);2021-09-22 12:21:36;Chabot / de Bellechasse;2021-09-22 12:28:17;0
Métro de la Savane (de Sorel / Bougainville);2022-10-06 22:17:48;Glengarry / Graham;2022-10-06 22:23:15;0
de Bordeaux / Gilford;2021-07-24 20:49:16;de Bordeaux / Gilford;2021-07-24 21:12:35;0
Métro Vendôme (de Marlowe / de Maisonneuve);2021-08-07 18:27:19;St-André / Cherrier;2021-08-07 18:57:27;1
Duke / Brennan;2021-04-27 16:25:34;Métro Place-d'Armes (Viger / St-Urbain);2021-04-27 16:34:12;0
Roy / St-Denis;2022-06-26 15:00:13;Roy / St-André;2022-06-26 15:02:10;1
Parc Jean-Drapeau (Chemin Macdonald);2021-07-24 08:45:09;Parc Jean-Drapeau (Chemin Macdonald);2021-07-24 09:13:05;0
Metcalfe / du Square-Dorchester;2022-10-06 17:28:38;Milton / Clark;2022-10-06 17:39:56;0
Jacques-Le Ber / de la Pointe Nord;2022-07-10 13:48:02;Wellington / Hickson;2022-07-10 14:01:56;1
5e avenue / Bannantyne;2021-05-15 18:00:42;Beatty / de Verdun;2021-05-15 18:05:11;1
Square Victoria (Viger / du Square-Victoria);2021-11-01 23:35:02;William / Robert-Bourassa;2021-11-01 23:38:28;1
Métro Honoré-Beaugrand (Sherbrooke / Honoré-Beaugrand);2022-07-02 17:24:40;Duchesneau / de Marseille;2022-07-02 17:36:09;1
de Gaspé / Fairmount;2022-10-12 14:06:27;Grand Boulevard / de Terrebonne;2022-10-12 14:32:35;0
de l'Église / Bannantyne;2022-10-28 08:50:08;Léa-Roback / Sir-Georges-Etienne-Cartier;2022-10-28 08:56:45;0
Berri /Ste-Catherine;2022-09-10 22:05:49;St-Urbain / René-Lévesque;2022-09-10 22:14:09;0
de Bullion / St-Joseph;2022-10-09 14:11:26;de Bullion / du Mont-Royal;2022-10-09 14:17:18;0
Lincoln / du Fort;2021-08-09 01:15:31;Hillside / Ste-Catherine;2021-08-09 01:34:26;0
Gauthier / Parthenais;2021-08-06 21:03:43;Lajeunesse / de Liège;2021-08-06 21:27:42;0
Métro Parc  (Hutchison / Ogilvy);2022-11-12 23:33:45;Clark / Rachel;2022-11-12 23:50:35;0
Milton / Clark;2022-08-17 08:22:40;Métro Peel (de Maisonneuve / Stanley);2022-08-17 08:30:47;1
Laval / Rachel;2022-08-25 08:03:31;Notre-Dame / de la Montagne;2022-08-25 08:18:28;1
Crescent / de Maisonneuve;2021-11-06 23:21:58;St-Cuthbert / St-Urbain;2021-11-06 23:32:17;1
Bibliothèque de Verdun (Brown / Bannantyne);2022-05-12 11:31:20;Métro Lionel-Groulx (St-Jacques / Atwater);2022-05-12 11:53:28;1
Gary-Carter / St-Laurent;2022-07-27 09:37:06;Drolet / Jarry;2022-07-27 09:41:24;1
Laval / du Mont-Royal;2022-09-29 23:13:35;St-Dominique / du Mont-Royal;2022-09-29 23:25:13;0
Metcalfe / St-Catherine;2021-10-27 19:22:25;St-Dominique / Napoléon;2021-10-27 19:36:20;1
Dorion / Ontario;2022-06-23 18:14:37;Christophe-Colomb / St-Joseph;2022-06-23 18:31:25;1
Laurier / de Brébeuf;2021-07-01 11:15:19;Marquette / des Carrières;2021-07-01 11:24:42;1
de la Commune / King;2021-06-04 23:42:22;de la Commune / Place Jacques-Cartier;2021-06-04 23:49:57;0
Métro Jean-Talon (Berri / Jean-Talon);2022-09-29 18:50:24;Marquette / du Mont-Royal;2022-09-29 19:06:24;0
Duluth /St-Denis;2022-05-12 22:45:32;Marquette / Rachel;2022-05-12 22:53:14;0
Cartier / Masson;2022-06-25 03:19:54;Rachel / de Brébeuf;2022-06-25 03:26:20;0
Turgeon / Notre-Dame;2021-06-23 17:40:08;St-Jacques / St-Pierre;2021-06-23 17:59:56;0
Panet / Ste-Catherine;2022-11-03 16:17:23;Wolfe / de la Gauchetière;2022-11-03 16:21:00;0
BAnQ (Berri / de Maisonneuve);2021-04-11 15:28:06;St-André / St-Antoine;2021-04-11 15:36:25;0
de la Commune / St-Sulpice;2022-07-03 04:30:50;Bel Air / St-Antoine;2022-07-03 04:50:37;1
Jean-Brillant / de la Côte-des-Neiges;2021-06-08 15:22:26;Chabot / de Bellechasse;2021-06-08 15:41:25;1
de Bullion / du Mont-Royal;2021-07-27 16:28:24;de Bullion / du Mont-Royal;2021-07-27 16:42:45;1
16e avenue / Beaubien;2022-08-14 22:55:44;Boyer / du Mont-Royal;2022-08-14 23:18:04;1
St-Antoine / de la Montagne;2021-07-25 11:44:17;de la Commune / Place Jacques-Cartier;2021-07-25 12:07:53;0
de la Commune / Berri;2021-09-12 18:02:35;Wolfe / René-Lévesque;2021-09-12 18:08:26;1
St-Dominique / Rachel;2022-08-31 12:40:59;St-Ambroise / Louis-Cyr;2022-08-31 13:03:30;1
Parc des Rapides (LaSalle / 6e avenue);2022-10-18 17:31:28;Gloria / Dollard;2022-10-18 17:58:34;0
du Mont-Royal / Augustin-Frigon;2022-09-21 11:39:12;6e avenue / Bélanger;2022-09-21 11:53:46;0
Chapleau / du Mont-Royal;2021-08-26 09:02:09;Louis-Hébert / de Bellechasse;2021-08-26 09:09:14;1
Hutchison / Sherbrooke;2021-05-25 19:35:08;St-Hubert / Duluth;2021-05-25 19:49:46;0
Ste-Famille / des Pins;2022-07-03 19:33:52;Milton / du Parc;2022-07-03 19:56:28;1
Laval / Duluth;2022-08-17 11:40:15;Métro Mont-Royal (Rivard / du Mont-Royal);2022-08-17 11:44:43;1
St-Jacques / McGill;2022-09-17 03:00:08;Viger / Chenneville;2022-09-17 03:03:27;0
Beaudry / Sherbrooke;2021-09-29 23:17:50;Nicolet / Sherbrooke;2021-09-29 23:37:40;1
de la Commune / Place Jacques-Cartier;2021-04-30 13:36:33;Aylmer / Sherbrooke;2021-04-30 13:49:36;1
de Lanaudière / Bélanger;2022-10-22 10:52:02;St-Nicolas / Place d'Youville;2022-10-22 11:32:05;0
Place d'Youville / McGill;2021-10-24 01:15:04;de la Commune / Berri;2021-10-24 01:21:08;0
Roy / St-André;2021-07-08 14:03:15;de l'Hôtel-de-Ville / Sherbrooke;2021-07-08 14:12:12;1
Dorion / Sherbrooke;2022-08-16 18:18:10;Resther / du Mont-Royal;2022-08-16 18:27:29;1
Swail / Decelles;2021-08-27 22:13:23;de Kent / de la Côte-des-Neiges;2021-08-27 22:22:02;0
Waverly / St-Zotique;2021-07-21 16:32:11;Papineau / Émile-Journault;2021-07-21 16:50:34;1
Métro Parc  (Hutchison / Ogilvy);2021-10-15 16:42:44;Querbes / Ball;2021-10-15 16:47:05;1
de Gaspé / Fairmount;2021-07-19 19:08:12;de Bellechasse / de St-Vallier;2021-07-19 19:16:33;1
Parc Baldwin (Fullum / Sherbrooke);2022-07-19 14:10:04;Métro Mont-Royal (Rivard / du Mont-Royal);2022-07-19 14:21:08;1
Querbes / Laurier;2021-10-17 09:06:16;McKenna / Édouard-Montpetit;2021-10-17 09:14:01;1
de l'Esplanade / Fairmount;2022-10-10 18:42:47;Hélène-Baillargeon / St-Denis;2022-10-10 18:47:37;0
Place Émilie-Gamelin (St-Hubert / de Maisonneuve);2021-10-28 08:44:04;Square St-Louis (du Square St-Louis / Laval);2021-10-28 08:49:40;1
Elgar / de l'Île-des-Sœurs;2022-05-23 15:01:34;Métro Lasalle (de Rushbrooke / Caisse);2022-05-23 15:22:29;1
de la Commune / Place Jacques-Cartier;2022-09-03 14:48:18;de la Commune / King;2022-09-03 14:54:06;0
St-Marc / Sherbrooke;2022-07-23 00:06:28;Milton / Clark;2022-07-23 00:14:18;0
Clark / St-Viateur;2022-09-28 19:58:45;Jeanne-Mance / Beaubien;2022-09-28 20:03:43;0
Bernard / Jeanne-Mance;2022-06-30 19:28:01;Bernard / Jeanne-Mance;2022-06-30 19:28:22;0
10e avenue / Masson;2022-09-05 17:10:09;12e avenue / St-Zotique;2022-09-05 17:17:18;0
Émile-Duployé / Sherbrooke;2022-08-20 21:38:28;Bélanger / St-Denis;2022-08-20 22:00:00;1
Atateken / du Square Amherst;2022-09-12 18:21:39;Aylwin / Ontario;2022-09-12 18:38:03;0
St-Joseph / 34e avenue Lachine;2021-09-09 17:52:36;LaSalle / 80e avenue;2021-09-09 18:12:08;1
BAnQ (Berri / de Maisonneuve);2022-06-03 20:56:13;St-Zotique / Clark;2022-06-03 21:17:27;0
Ontario / Viau;2022-06-21 10:52:39;Métro Viau (Pierre-de-Coubertin / Viau);2022-06-21 10:57:37;1
Métro Laurier (Rivard / Laurier);2021-09-08 08:26:45;Casgrain / St-Viateur;2021-09-08 08:31:39;1
St-André / Cherrier;2022-09-06 08:59:01;Ste-Famille / Sherbrooke;2022-09-06 09:04:16;0
de Brébeuf / du Mont-Royal;2022-07-27 19:02:24;de Lanaudière / Marie-Anne;2022-07-27 19:29:36;1
des Érables / du Mont-Royal;2021-10-06 16:39:01;Marie-Anne / Papineau;2021-10-06 16:41:59;1
Hutchison / Van Horne;2021-05-26 17:41:26;de Monkland / Girouard;2021-05-26 18:02:32;1
Beaubien / 8e avenue;2022-05-25 18:12:57;Parc du Pélican (1ère avenue / Masson);2022-05-25 18:38:09;0
Berri / Rachel;2022-10-03 19:49:01;du Mont-Royal / Clark;2022-10-03 19:54:54;0
Messier / du Mont-Royal;2021-09-28 16:35:57;Métro Pie-IX (Pierre-de-Coubertin / de la Salle);2021-09-28 17:16:41;1
de Gaspé / St-Viateur;2022-05-22 11:01:21;Marquette / Laurier;2022-05-22 11:09:04;0
Roy / St-Denis;2021-10-21 17:48:19;Métro Mont-Royal (Rivard / du Mont-Royal);2021-10-21 17:54:42;1
Metcalfe / du Square-Dorchester;2021-08-16 11:46:32;de Maisonneuve / Berri;2021-08-16 12:00:24;0
Milton / du Parc;2021-09-08 20:03:08;de la Commune / Place Jacques-Cartier;2021-09-08 20:30:37;1
Duluth / St-Laurent;2022-08-24 20:43:32;de Bellechasse / de St-Vallier;2022-08-24 20:53:12;1
Rivard / Rachel;2022-08-21 19:06:39;des Érables / Rachel;2022-08-21 19:14:16;1
Parc Jeanne Mance (monument sir George-Etienne Cartier);2021-06-29 07:59:06;Ste-Famille / Sherbrooke;2021-06-29 08:03:36;1
Boyer / St-Zotique;2021-08-21 00:03:41;de Gaspé / St-Viateur;2021-08-21 00:16:54;1
Viger / Chenneville;2022-10-05 19:11:40;Plessis / René-Lévesque;2022-10-05 19:18:41;0
Maguire / Henri-Julien;2021-09-19 14:38:03;Graham / Brookfield;2021-09-19 15:15:02;0
Bishop / Ste-Catherine;2021-05-24 16:53:12;Berri / Cherrier;2021-05-24 17:09:29;1
des Récollets / McGill;2021-10-06 13:17:29;St-Jacques / St-Pierre;2021-10-06 13:37:52;1
Métro Peel (de Maisonneuve / Stanley);2021-08-28 18:40:18;Bishop / Ste-Catherine;2021-08-28 18:45:23;1
Marquette / Gilford;2022-05-08 17:51:13;Desjardins / Ontario;2022-05-08 18:13:21;1
Métro Acadie (de l'Acadie / Beaumont);2021-09-24 15:50:09;Bloomfield / Bernard;2021-09-24 16:12:26;0
Laurier / de Bordeaux;2022-05-14 01:12:03;Fullum / Gilford;2022-05-14 01:15:34;1
Collège Édouard-Montpetit (de Gentilly / de Normandie);2021-10-20 14:15:30;Métro Longueuil - Université de Sherbrooke;2021-10-20 14:30:01;0
Tupper / du Fort;2022-05-03 15:19:40;Guy / Notre-Dame;2022-05-03 15:25:32;1
de Mentana / Marie-Anne;2022-08-11 13:05:23;Larivière / de Lorimier;2022-08-11 13:14:27;1
Union / Ste-Catherine;2022-10-04 17:12:05;de Bordeaux / Marie-Anne;2022-10-04 17:38:14;0
5e avenue / Masson;2022-06-02 07:31:48;de Gaspé / St-Viateur;2022-06-02 07:50:46;1
10e avenue / Holt;2021-09-02 08:00:26;Métro Pie-IX (Pierre-de-Coubertin / de la Salle);2021-09-02 08:18:43;1
de Laprairie / Centre;2022-05-06 16:48:08;Richmond / des Bassins;2022-05-06 16:52:38;1
Parc St-Claude (7e avenue / 8e rue);2022-09-24 16:58:38;Métro Cartier;2022-09-24 17:03:03;0
Métro Jolicoeur (de Sève / Drake);2021-08-03 11:47:47;Métro Charlevoix (Centre / Charlevoix);2021-08-03 12:09:43;1
Jeanne-Mance / St-Viateur;2022-07-23 05:49:43;Métro Laurier (Rivard / Laurier);2022-07-23 05:54:43;1
Dorion / Gauthier;2021-09-12 09:48:47;Jeanne-Mance / René-Lévesque;2021-09-12 10:02:45;0
Villeneuve / St-Laurent;2022-07-05 16:25:26;Jeanne-Mance / St-Viateur;2022-07-05 16:48:49;1
Gerry-Boulet / St-Grégoire;2022-08-02 19:41:48;Rachel / de Brébeuf;2022-08-02 19:47:27;1
St-Dominique / Laurier;2021-10-04 15:30:19;de Mentana / Gilford;2021-10-04 15:35:34;1
Parc Père-Marquette (Chambord / Rosemont);2021-08-08 12:10:25;Métro Peel (de Maisonneuve / Stanley);2021-08-08 12:31:16;1
René-Lévesque / Papineau;2022-10-09 22:48:07;Dézéry / Ontario;2022-10-09 22:57:17;0
Métro Acadie (de l'Acadie / Beaumont);2021-10-09 13:35:31;Émile-Duployé / Sherbrooke;2021-10-09 14:04:27;1
Metcalfe / du Square-Dorchester;2022-06-25 18:10:58;Roy / St-André;2022-06-25 18:26:07;1
Durocher / Sherbrooke;2022-07-30 17:50:34;McTavish / Sherbrooke;2022-07-30 17:53:35;1
St-Mathieu / Ste-Catherine;2021-07-07 23:18:13;Métro Guy-Concordia (Guy / St-Catherine);2021-07-08 00:05:05;1
Métro Atwater (Atwater / Ste-Catherine);2022-09-02 09:57:30;Mackay / Ste-Catherine;2022-09-02 10:01:02;0
Drummond / de Maisonneuve;2021-05-28 21:09:51;Milton / du Parc;2021-05-28 21:19:54;0
Beaubien / 8e avenue;2021-07-20 18:44:41;Guizot / St-Denis;2021-07-20 19:05:54;0
St-Dominique / St-Zotique;2021-08-13 19:43:14;Métro Laurier (Rivard / Laurier);2021-08-13 19:52:19;1
Ste-Émilie / Sir-Georges-Etienne-Cartier;2021-10-13 17:53:58;Palm / St-Rémi;2021-10-13 17:56:45;0
Laval / Rachel;2021-10-10 12:33:55;Villeneuve / de l'Hôtel-de-Ville;2021-10-10 12:37:28;1
Chabot / du Mont-Royal;2022-08-24 17:42:09;Chabot / de Bellechasse;2022-08-24 17:49:23;1
Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal);2022-07-27 07:57:36;André-Laurendeau / Rachel;2022-07-27 08:03:49;0
Parc Père-Marquette (de Lanaudière / de Bellechasse);2022-06-10 20:03:51;de Mentana / Laurier;2022-06-10 20:09:39;1
de la Côte St-Antoine / Royal;2022-08-29 09:22:01;Ste-Émilie / Sir-Georges-Etienne-Cartier;2022-08-29 09:33:11;1
Parc Père-Marquette (Chambord / Rosemont);2022-07-11 14:59:31;Métro Rosemont (de St-Vallier / Rosemont);2022-07-11 15:03:20;1
Boyer / du Mont-Royal;2022-10-07 16:57:27;Marquette / Laurier;2022-10-07 17:03:54;0
Milton / Durocher;2022-11-14 13:43:41;Vallières / St-Laurent;2022-11-14 13:56:30;0
Duluth / St-Laurent;2022-07-28 17:05:00;Duluth / St-Laurent;2022-07-28 17:08:49;1
Fullum / Marie-Anne;2022-07-20 17:19:40;des Érables / Rachel;2022-07-20 17:22:11;0
de l'Esplanade / Fairmount;2022-09-01 14:45:56;de Lanaudière / Bélanger;2022-09-01 15:06:08;0
BAnQ (Berri / de Maisonneuve);2021-06-04 16:13:39;BAnQ (Berri / de Maisonneuve);2021-06-04 16:15:13;1
du Parc-La Fontaine / Duluth;2021-04-18 14:43:17;Atwater / Greene;2021-04-18 15:15:47;1
Ste-Catherine / St-Marc;2022-05-12 07:54:21;de Maisonneuve / Greene;2022-05-12 07:59:33;1
McLynn / Plamondon;2022-09-08 11:22:46;de Kent / de la Côte-des-Neiges;2022-09-08 11:28:51;0
de la Côte St-Antoine / Royal;2022-05-31 18:46:03;Benny / Sherbrooke;2022-05-31 19:26:48;1
Crescent / René-Lévesque;2022-08-04 13:02:43;de la Gauchetière / Robert-Bourassa;2022-08-04 13:06:33;1
Milton / Clark;2022-06-28 17:14:39;Roy / St-Laurent;2022-06-28 17:55:09;1
St-Charles / Labonté;2022-07-03 17:52:24;Place Longueuil;2022-07-03 19:19:15;1
Valois / Ste-Catherine;2022-05-19 19:04:19;Métro Langelier (Langelier / Sherbrooke);2022-05-19 19:24:19;1
Lajeunesse / Jarry;2021-04-12 15:51:37;Marquette / Villeray;2021-04-12 16:00:38;1
Laurier / de Brébeuf;2021-08-30 19:56:04;19e avenue / St-Zotique;2021-08-30 20:21:40;0
Marché Maisonneuve;2022-09-17 02:49:45;Ste-Catherine / Labelle;2022-09-17 03:21:52;0
7e avenue / St-Joseph Rosemont;2022-11-08 08:30:34;de Léry / Sherbrooke;2022-11-08 08:37:52;0
Métro Peel (de Maisonneuve / Stanley);2022-09-07 13:44:06;Métro Atwater (Atwater / Ste-Catherine);2022-09-07 13:55:51;0
Métro Atwater (Atwater / Ste-Catherine);2022-08-17 20:30:49;Drummond / de Maisonneuve;2022-08-17 20:42:54;1
de la Commune / King;2021-08-13 23:57:10;de Laprairie / Centre;2021-08-14 00:11:28;1
Ste-Catherine / Labelle;2022-09-25 14:45:44;de l'Hôtel-de-Ville / Ste-Catherine;2022-09-25 14:48:07;0
William / Robert-Bourassa;2021-06-29 17:14:25;Richmond / des Bassins;2021-06-29 17:23:36;1
Wellington / 2e avenue;2022-08-25 10:41:18;Wellington / Gordon;2022-08-25 10:43:32;1
Milton / Durocher;2022-08-04 21:29:10;Clark / Prince-Arthur;2022-08-04 21:33:17;1
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin);2022-09-21 11:16:15;de Bullion / du Mont-Royal;2022-09-21 11:27:33;0
BAnQ (Berri / de Maisonneuve);2022-06-05 19:37:47;St-Mathieu / Ste-Catherine;2022-06-05 19:56:06;1
Chabanel / de l'Esplanade;2022-06-13 23:21:00;Métro Parc  (Hutchison / Ogilvy);2022-06-13 23:42:31;1
de Bordeaux / Masson;2022-06-10 14:38:21;Logan / Fullum;2022-06-10 14:49:41;0
de Bordeaux / St-Zotique;2021-11-07 15:17:19;de Bullion / du Mont-Royal;2021-11-07 15:35:48;0
Bibliothèque du Boisé (Thimens / Todd);2022-05-07 12:39:16;Bibliothèque du Boisé (Thimens / Todd);2022-05-07 14:34:06;0
Métro Guy-Concordia (Guy / St-Catherine);2021-06-17 00:10:34;St-Alexandre / Ste-Catherine;2021-06-17 00:27:32;1
Métro Acadie (de l'Acadie / Beaumont);2021-09-01 18:00:01;Kirkfield / de Chambois;2021-09-01 18:08:59;1
Bélanger / St-Denis;2022-10-13 13:59:04;Bloomfield / Van Horne;2022-10-13 14:10:36;0
Roy / St-Denis;2022-09-17 01:17:58;Prince-Arthur / St-Urbain;2022-09-17 01:30:02;0
St-Jacques / McGill;2021-07-10 14:23:21;Young / Wellington;2021-07-10 14:32:58;1
de Maisonneuve / Mansfield (sud);2022-05-22 17:31:43;Parthenais / du Mont-Royal;2022-05-22 17:55:48;1
de Gaspé / Fairmount;2021-06-21 22:38:08;Laval / Rachel;2021-06-21 22:49:13;1
de la Commune / St-Sulpice;2022-08-16 12:19:32;Wolfe / Ste-Catherine;2022-08-16 12:38:46;0
Jean-Brillant / de la Côte-des-Neiges;2022-06-02 16:30:40;Duluth / de l'Esplanade;2022-06-02 17:30:57;1
St-Dominique / Laurier;2021-09-23 15:38:38;Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy);2021-09-23 15:48:49;0
Hutchison / Prince-Arthur;2021-06-25 10:25:17;de la Commune / King;2021-06-25 10:37:42;1
Augustin-Cantin / Shearer;2022-06-16 08:00:56;Place d'Youville / McGill;2022-06-16 08:11:39;1
de Castelnau / Lajeunesse;2022-10-12 06:53:34;Métro Fabre (Marquette / Jean-Talon);2022-10-12 06:58:01;0
Gare d'autocars de Montréal (Berri / Ontario);2022-08-01 23:22:29;Gauthier / de Lorimier;2022-08-01 23:36:09;0
Notre-Dame / Jean-d'Estrées;2021-06-09 17:08:26;Ann / Ottawa;2021-06-09 17:44:44;1
St-Jacques / des Seigneurs;2022-09-14 15:00:04;Turgeon / Notre-Dame;2022-09-14 15:07:53;0
Boyer / Bélanger;2021-09-03 22:45:25;Boyer / Beaubien;2021-09-03 22:48:08;1
Casgrain / Mozart;2021-10-05 12:36:39;de Bordeaux / St-Zotique;2021-10-05 12:48:52;1
Parc du Pélican (2e avenue / St-Joseph);2022-09-25 11:53:44;Jardin Botanique (Pie-IX / Sherbrooke);2022-09-25 12:09:19;0
Métro Langelier (Langelier / Sherbrooke);2022-10-16 13:43:24;Du Quesne / Pierre-de-Coubertin;2022-10-16 13:48:24;0
Métro Guy-Concordia (Guy / St-Catherine);2022-05-02 07:54:20;Métro Guy-Concordia (Guy / St-Catherine);2022-05-02 07:56:10;1
Métro Frontenac (Ontario / du Havre);2022-06-25 20:18:39;Atateken / du Square Amherst;2022-06-25 20:42:51;1
du Mont-Royal / Clark;2021-10-26 20:46:34;Clark / St-Viateur;2021-10-26 20:52:36;1
Wolfe / René-Lévesque;2021-08-24 21:49:31;St-Hubert / Duluth;2021-08-24 22:02:48;1
Métro Peel (de Maisonneuve / Stanley);2021-06-16 21:43:58;Poupart / Ontario;2021-06-16 22:03:49;1
Notre-Dame / Gauvin;2022-07-09 11:40:06;Berri / Cherrier;2022-07-09 11:53:43;1
Métro Guy-Concordia (Guy / St-Catherine);2021-07-18 16:49:09;Métro Guy-Concordia (Guy / St-Catherine);2021-07-18 18:36:34;0
Métro de l'Église (Ross / de l'Église);2022-05-22 23:14:04;de l'Église / de Verdun;2022-05-22 23:16:36;1
Henri-Julien / Duluth;2022-08-21 15:33:44;Duluth / de l'Esplanade;2022-08-21 15:39:37;1
Parc Jeanne Mance (monument sir George-Etienne Cartier);2021-09-10 22:05:59;Parc Jeanne Mance (monument sir George-Etienne Cartier);2021-09-10 22:06:55;1
Clark / de Liège;2022-08-12 16:33:04;Drolet / Jarry;2022-08-12 16:38:15;1
de l'Hôtel-de-Ville / Ste-Catherine;2021-09-23 16:31:04;St-André / Ste-Catherine;2021-09-23 16:38:27;1
St-Hubert / Duluth;2021-09-11 13:53:04;La Ronde;2021-09-11 14:22:10;1
Parc Père-Marquette (de Lanaudière / de Bellechasse);2021-09-15 23:11:04;de Gaspé / Beaubien;2021-09-15 23:21:49;1
Drolet / Laurier;2022-09-10 21:07:38;de l'Esplanade / Fairmount;2022-09-10 21:11:43;0
Crescent / de Maisonneuve;2022-05-17 22:27:06;Ste-Émilie / St-Rémi;2022-05-17 22:45:07;1
de Bordeaux / Masson;2022-06-11 15:06:38;Gary-Carter / St-Laurent;2022-06-11 15:29:22;0
Parc Jean-Drapeau (Chemin Macdonald);2022-08-28 17:54:03;Parc Plage;2022-08-28 18:11:14;1
de la Commune / Place Jacques-Cartier;2022-04-18 14:34:16;Notre-Dame / Jean-d'Estrées;2022-04-18 14:49:16;1
Parc Maisonneuve (Viau / Sherbrooke);2022-06-19 11:58:27;41e avenue / Rosemont;2022-06-19 12:04:20;1
Marché Jean-Talon (Henri-Julien / Jean-Talon);2022-08-28 18:59:47;Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal);2022-08-28 19:28:35;1
de Gaspé / Dante;2021-06-05 20:50:26;de Lanaudière / Bélanger;2021-06-05 20:55:58;1
Duluth / de l'Esplanade;2022-08-30 18:22:08;de Lanaudière / Laurier;2022-08-30 18:35:21;1
